N,std_mc_price,antith_mc_price,control_mc_price,strat_mc_price,midpoint_rule_qmc_price,std_mc_err,antith_mc_err,control_mc_err,strat_mc_err,std_mc_abs_err,antith_mc_abs_err,control_mc_abs_err,strat_mc_abs_err,midpoint_rule_qmc_abs_err
1470652,10.453120792562567,10.45111628467886,10.450826176912114,10.450483761878488,10.450581139706575,0.023800691223617092,0.016780021450504192,0.00907030091635443,0.000570311233694853,0.002537220377002214,0.0005327124932961169,0.00024260472654979992,9.981030707706395e-05,2.432478989788933e-06
1617717,10.456475461283732,10.440010559762523,10.449034936739002,10.450124325758974,10.450581360012011,0.022683269455682664,0.01599037837168108,0.00864334977105229,0.0005375142147528749,0.005891889098167624,0.010573012423041206,0.0015486354465625851,0.0004592464265904539,2.2121735536728693e-06
1779489,10.454715101300682,10.444289801866848,10.445898013147318,10.450939010022596,10.450581560347342,0.021614609347448042,0.015277180275291822,0.00823858551100386,0.0005183021246603663,0.004131529115117161,0.006293770318716696,0.004685559038247078,0.00035543783703140264,2.0118382231260057e-06
1957438,10.454293103922518,10.445146408053438,10.45287540487221,10.45044060438576,10.450581742528529,0.020623535494859607,0.014543922471193288,0.00786333086468377,0.00048644980259093454,0.003709531736953764,0.005437164132127137,0.002291832686644568,0.00014296779980504937,1.829657035656851e-06
2153182,10.443775901006534,10.455655307973274,10.448845802405163,10.45034521879067,10.45058190819774,0.019656259195873695,0.01390559937777113,0.007493697603550339,0.0004597414736035456,0.006807671179030805,0.005071735787709031,0.0017377697804015213,0.00023835339489508556,1.6639878239743666e-06
2368500,10.458656212100522,10.453240542642247,10.44711289630112,10.450639616446725,10.450582058853817,0.018738872293240973,0.013248090723999652,0.007143996270386801,0.00044834905238326544,0.00807263991495688,0.0026569704566821173,0.0034706758844453844,5.604426116079253e-05,1.5133317479154584e-06
2605350,10.449025956297561,10.451185650892095,10.455571494261836,10.450828588781926,10.450582195860935,0.017855163965111942,0.012646912023480082,0.006815608305353631,0.0004184407214635639,0.0015576158880037383,0.0006020787065299515,0.0049879220762711896,0.00024501659636122497,1.3763246293763132e-06
2865885,10.456828290127936,10.449147879957449,10.453199120796196,10.450542539670856,10.450582320454137,0.017046848222636087,0.0120403434222553,0.006498810667509052,0.0003957946842980494,0.006244717942371025,0.0014356922281155704,0.00261554861063118,4.103251470866098e-05,1.2517314278426284e-06
3152474,10.447800377894945,10.45199489947126,10.45289513203,10.450570218651606,10.450582433760115,0.01624444385653233,0.01147375622736612,0.006192175155294323,0.0003873934872802852,0.002783194290620017,0.0014113272856945969,0.002311559844434541,1.3353533958593289e-05,1.138425449909164e-06
3467721,10.453810583402618,10.457916894152431,10.44777358877219,10.450655658683893,10.450582536802157,0.015486241121431555,0.010954942132322773,0.005903987883032917,0.0003628876605399274,0.003227011217052933,0.007333321966866535,0.0028099834133747947,7.20864983279057e-05,1.035383407455015e-06
3814494,10.436484976478578,10.453307492818492,10.449651428116374,10.45024454800888,10.450582630510928,0.014745567204009923,0.010438121918129865,0.005632621385104513,0.00034121505122710114,0.014098595706986572,0.002723920632927701,0.0009321440691909544,0.00033902417668407736,9.416746369339535e-07
4195943,10.447323661694414,10.448943960887338,10.451705584298768,10.450485491608845,10.450582715732493,0.014082990274667792,0.009952288232846955,0.005371194891793473,0.00032500364287501936,0.003259910491150819,0.001639611298227095,0.0011220121132033967,9.808057671989445e-05,8.564530720178709e-07
4615537,10.445072482837618,10.451795306633118,10.451301796022463,10.450442268381629,10.450582793235977,0.013427169769740444,0.009488780991340422,0.005116465905179792,0.0003065293889938276,0.005511089347946196,0.00121173444755307,0.0007182238368983462,0.00014130380393595487,7.789495874988006e-07
5077091,10.44708097154725,10.44689637220591,10.451241999407765,10.450468252814757,10.450582863721229,0.012792017465087308,0.009048171937001295,0.004882533140427029,0.00030031616705139736,0.003502600638315201,0.0036871999796552757,0.0006584272222003307,0.00011531937080810906,7.084643360855125e-07
5584800,10.459184853181188,10.452022940373153,10.45272114991412,10.450309543884547,10.45058292782404,0.0122115552515938,0.008624479696126647,0.00465688771785774,0.00028205810007440283,0.008601280995623739,0.0014393681875883857,0.0021375777285559394,0.000274028301017637,6.443615241380485e-07
6143280,10.443894446682261,10.449573756917625,10.44942291018329,10.450374857069262,10.45058298612288,0.011638076687875532,0.008228561865881083,0.004434245569755163,0.00027322292604982997,0.0066891255033034724,0.001009815267940084,0.0011606620022739378,0.0002087151163028267,5.860626846043715e-07
6757608,10.451765428523595,10.461168690771201,10.452333377050017,10.450613143205643,10.450583039143682,0.011104480836572398,0.007848936231172915,0.00423073078150789,0.00026162871372571706,0.0011818563380305847,0.010585118585636266,0.001749804864452642,2.95710200788335e-05,5.330418826332561e-07
7433369,10.446487690888809,10.445832290108353,10.44996594014631,10.450555516389135,10.450583087364596,0.01057059009209402,0.007475993860342805,0.004033959315497849,0.00024982938947691456,0.0040958812967559766,0.004751282077211982,0.0006176320392548007,2.8055796429171664e-05,4.848209691488137e-07
8176706,10.448413052296198,10.45366915047533,10.448679016046475,10.450760857024548,10.450583131220451,0.010086467175291632,0.007126464770009922,0.003844182137107004,0.00024127112681149115,0.0021705198893666733,0.0030855782897649675,0.001904556139090019,0.00017728483898338254,4.40965113313041e-07
8994377,10.455718819947469,10.448832625876404,10.449129427029748,10.450425405187655,10.450583171106743,0.009620988863233237,0.006794210599354253,0.0036662529875784054,0.00022457116580529673,0.005135247761904438,0.001750946309160284,0.0014541451558169882,0.00015816699790960342,4.0107882171014353e-07
9893815,10.45277709107088,10.453889591875548,10.450168198774268,10.450630347740972,10.450583207383072,0.009174403277381914,0.006482334021186205,0.0034963485216555324,0.00021813343481299024,0.002193518885315271,0.0033060196899832306,0.0004153734112968266,4.6775555407663205e-05,3.6480249221426675e-07
10883196,10.443641004050674,10.44806036903242,10.447799567320434,10.45087362550662,10.450583240376242,0.008741831116643997,0.006175020242731938,0.003331474040167175,0.0002141211026987197,0.006942568134890692,0.002523203153144138,0.0027840048651306404,0.00029005332105569437,3.318093231285957e-07
11971516,10.453937666705455,10.446358923588686,10.452189292804642,10.450602615941829,10.450583270383675,0.0083403074764527,0.005886258991222134,0.003179130178462331,0.00019602771905293347,0.003354094519890438,0.004224648596878211,0.0016057206190769335,1.9043756264380818e-05,3.0180189014572534e-07
13168667,10.45491641184458,10.4502830041719,10.44992145599308,10.450554974245216,10.450583297675774,0.007955839958452718,0.005613623608859947,0.00303006947726754,0.0001877493011307586,0.004332839659015875,0.0003005680136638489,0.0006621161924851293,2.8597940348262796e-05,2.745097908984917e-07
14485534,10.450036318126422,10.451564444397485,10.450063066756815,10.45064243911988,10.450583322498364,0.007578683422836964,0.005352986532281654,0.0028889487166513456,0.0001796531787389092,0.0005472540591426878,0.0009808722119206692,0.0005205054287493738,5.8866934315560115e-05,2.496872006929607e-07
15934088,10.449531593940906,10.450546849795108,10.451600870350186,10.450670954470057,10.450583345075103,0.007226865029957108,0.005106484158451022,0.0027541487304575357,0.00017294401540320973,0.0010519782446589687,3.6722390456489507e-05,0.0010172981646210388,8.738228449267638e-05,2.271104619921971e-07
17527497,10.451386898078976,10.455433435470542,10.450183890502343,10.450631941876486,10.450583365609276,0.006893749254981007,0.004869030215468423,0.0026265882822838686,0.00016163737379211367,0.0008033258934112553,0.004849863284977829,0.0003996816832216865,4.836969092103516e-05,2.0657628851949994e-07
19280246,10.454876724512738,10.452627898230425,10.449709397113121,10.450573508571088,10.450583384285839,0.0065721905963914695,0.004644403372669725,0.0025047030579687926,0.00015451420851817144,0.004293152327173644,0.0020443260448601563,0.0008741750724432507,1.0063614476862881e-05,1.878997260007509e-07
21208271,10.454782232989821,10.453448210187517,10.45045712088087,10.450560066401414,10.4505834012729,0.0062664739130052285,0.0044262645985714095,0.0023883974929212732,0.00014772607444595587,0.004198660804256349,0.0028646380019523576,0.00012645130469479682,2.3505784151112152e-05,1.709126653537396e-07
23329098,10.454053674274753,10.450875982334612,10.449858840270297,10.450588738431653,10.45058341672344,0.005974061137960611,0.004220899168327032,0.0022763668670102207,0.00014038865089939783,0.0034701020891887424,0.0002924101490471287,0.0007247319152678955,5.1662460887058614e-06,1.5546212495110012e-07
25662008,10.447930418129213,10.450834366933567,10.451029213853714,10.450706834807239,10.45058343077648,0.005694053574277853,0.004022298165428907,0.002170662616904755,0.000136424049672723,0.002653154056352136,0.0002507947480019368,0.0004456416681488662,0.00012326262167405844,1.4140908533022412e-07
28228209,10.449398545347071,10.452375897298673,10.449106683397256,10.450657523941725,10.450583443558518,0.0054296515307792,0.003835872218913431,0.0020690923935474115,0.00012928894628875295,0.0011850268384936413,0.0017923251131080065,0.0014768887883089832,7.395175616053962e-05,1.2862704679150738e-07
31051030,10.449654010042533,10.44943015596546,10.450589249348216,10.450685041709027,10.450583455184587,0.005177530937229436,0.003656729743171803,0.0019735480637862435,0.00012190707927727533,0.000929562143031859,0.0011534162201041198,5.677162651096523e-06,0.00010146952346268279,1.1700097779510088e-07
34156133,10.446652058663528,10.451660742040321,10.449314679592714,10.45059191094171,10.450583465759287,0.004935079945448109,0.003487828265817228,0.0018817120299383316,0.000116733851228695,0.003931513522037022,0.0010771698547564768,0.00126889259285079,8.338756146031301e-06,1.0642627756851653e-07
37571746,10.448343168710315,10.451810816627011,10.450565110761842,10.450541005111367,10.450583475377742,0.004706738485404901,0.003325223939414099,0.001793988674498245,0.00011064665691603956,0.002240403475250119,0.0012272444414467287,1.8461423723081793e-05,4.256707419791894e-05,9.680782220300443e-08
41328921,10.449992140488424,10.449656100058483,10.449903722282752,10.450674389932507,10.450583484126462,0.004488014234759243,0.0031697863164320294,0.0017104501113838547,0.00010738253582994508,0.0005914316971402656,0.0009274721270813302,0.0006798499028128902,9.08177469423066e-05,8.805910312048582e-08
45461813,10.453144771139813,10.452474097561332,10.450835923197161,10.450507519735359,10.450583492084176,0.00427996437562589,0.003023765187405189,0.0016309546109099216,0.00010034093868116629,0.002561198954248667,0.0018905253757672824,0.0002523510115963745,7.605245020592122e-05,8.010138863312477e-08
50007994,10.447842229062127,10.449863743956978,10.451532315603757,10.450561642672868,10.450583499322407,0.004079413977633557,0.002882146253918918,0.001555000284711843,9.523472893118913e-05,0.002741343123437545,0.0007198282285862945,0.0009487434181920662,2.1929512696416964e-05,7.286315728549653e-08
55008794,10.449699277081146,10.449052414462551,10.451385243027849,10.450490094560685,10.450583505906243,0.003889818870827747,0.002747550584013612,0.001482712623064455,9.126199599545173e-05,0.0008842951044183422,0.0015311577230132656,0.0008016708422839969,9.347762487976752e-05,6.627932158664862e-08
60509673,10.453053779848393,10.450543563610937,10.449767282467127,10.450536502480553,10.45058351189492,0.00370971261228077,0.0026192939648610725,0.0014134225037805152,8.701874480297954e-05,0.0024702076628280167,4.000857462749252e-05,0.0008162897184380569,4.706970501189289e-05,6.029064536505757e-08
66560640,10.450438258370367,10.452347836843385,10.449353934600781,10.45059112219505,10.450583517342205,0.003536247557131227,0.002499098208773127,0.0013476645069966978,8.364934917781342e-05,0.0001453138151976674,0.0017642646578206467,0.0012296375847835606,7.550009485157716e-06,5.484336007555157e-08
